"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"2507013","","","","","","","111483","111483","111483","1479","1479","1479"
"2507822","110067","110042","110092","1107","1107","1107","","","","","",""
"2509148","110118","110118","110118","1326","1326","1326","","","","","",""
"2510208","","","","","","","111634","111634","111634","1214","1214","1214"
"2511726","110234.5","110211","110258","1470","1470","1470","","","","","",""
"2512896","110212","110212","110212","1170","1170","1170","","","","","",""
"2514713","","","","","","","111760.5","111721","111800","1376","1376","1376"
"2515347","110365","110365","110365","1128","1128","1128","","","","","",""
"2516525","110366","110366","110366","1178","1178","1178","","","","","",""
"2517210","","","","","","","111917","111917","111917","1203","1203","1203"
"2517591","110444","110444","110444","1066","1066","1066","","","","","",""
"2518029","","","","","","","111906.5","111870","111943","819","819","819"
"2519192","","","","","","","112002","112002","112002","1163","1163","1163"
"2520049","110598","110598","110598","1202","1202","1202","","","","","",""
"2520466","","","","","","","112007","111971","112043","1274","1274","1274"
"2521576","110673","110673","110673","1527","1527","1527","","","","","",""
"2521672","","","","","","","112105","112105","112105","1206","1206","1206"
"2523015","","","","","","","112111.5","112074","112149","1343","1343","1343"
"2524049","110766.5","110753","110780","1233","1233","1233","","","","","",""
"2524125","","","","","","","112185","112161","112209","1110","1110","1110"
"2524958","","","","","","","112202.5","112170","112235","833","833","833"
"2525242","110754","110754","110754","1193","1193","1193","","","","","",""
"2526607","110890","110890","110890","1365","1365","1365","","","","","",""
"2527895","","","","","","","112313.5","112276","112351","1561","1561","1561"
"2529168","110956.5","110917","110996","1329","1329","1329","","","","","",""
"2531294","111071","111071","111071","1133","1133","1133","","","","","",""
"2531856","","","","","","","112503.5","112470","112537","858","858","858"
"2532895","","","","","","","112537.5","112481","112594","1039","1039","1039"
"2533330","111149","111149","111149","1157","1157","1157","","","","","",""
"2534275","111150","111150","111150","945","945","945","","","","","",""
"2535365","111226","111226","111226","1090","1090","1090","","","","","",""
"2535390","","","","","","","112697","112697","112697","1063","1063","1063"
"2536736","","","","","","","112707","112673","112741","1346","1346","1346"
"2537870","","","","","","","112685","112685","112685","1134","1134","1134"
"2538047","111305","111305","111305","1222","1222","1222","","","","","",""
"2539159","111381","111381","111381","1112","1112","1112","","","","","",""
"2540260","","","","","","","112901","112901","112901","1338","1338","1338"
"2541589","","","","","","","112876","112876","112876","1329","1329","1329"
"2542939","111584","111584","111584","1166","1166","1166","","","","","",""
"2544208","111639","111639","111639","1269","1269","1269","","","","","",""
"2544456","","","","","","","113041","113012","113070","1185","1185","1185"
"2545299","111655.5","111630","111681","1091","1091","1091","","","","","",""
"2546853","","","","","","","113170","113170","113170","1421","1421","1421"
"2547595","111708","111708","111708","1029","1029","1029","","","","","",""
"2549017","111785","111785","111785","1422","1422","1422","","","","","",""
"2550071","111874","111862","111886","1054","1054","1054","","","","","",""
"2550255","","","","","","","113225","113225","113225","1117","1117","1117"
"2551325","111863","111863","111863","1254","1254","1254","","","","","",""
"2552694","111967.5","111940","111995","1369","1369","1369","","","","","",""
"2553676","112039","112039","112039","982","982","982","","","","","",""
"2554322","","","","","","","113450","113420","113480","1255","1255","1255"
"2555641","112095","112095","112095","888","888","888","","","","","",""
"2555742","","","","","","","113549","113549","113549","1420","1420","1420"
"2556866","","","","","","","113584","113584","113584","1124","1124","1124"
"2558216","","","","","","","113664","113664","113664","1350","1350","1350"
"2559410","","","","","","","113625","113625","113625","1194","1194","1194"
"2560206","112294.5","112269","112320","1242","1242","1242","","","","","",""
"2560294","","","","","","","113753","113753","113753","884","884","884"
"2561363","112357","112346","112368","1157","1157","1157","","","","","",""
"2561569","","","","","","","113723","113723","113723","1275","1275","1275"
"2562456","112347","112347","112347","1093","1093","1093","","","","","",""
"2562920","","","","","","","113861","113861","113861","1351","1351","1351"
"2563795","112446.5","112424","112469","1339","1339","1339","","","","","",""
"2564528","","","","","","","113870.5","113830","113911","1608","1608","1608"
"2565027","112513","112501","112525","1232","1232","1232","","","","","",""
"2565977","","","","","","","113950","113920","113980","1449","1449","1449"
"2566513","112588","112588","112588","1486","1486","1486","","","","","",""
"2567414","","","","","","","113936","113936","113936","1437","1437","1437"
"2567648","112634","112634","112634","1135","1135","1135","","","","","",""
"2568595","","","","","","","114024","114024","114024","1181","1181","1181"
"2568871","112686","112686","112686","1223","1223","1223","","","","","",""
"2569748","","","","","","","114136","114136","114136","1153","1153","1153"
"2569960","112657","112657","112657","1089","1089","1089","","","","","",""
"2570989","112776","112776","112776","1029","1029","1029","","","","","",""
"2571212","","","","","","","114207","114207","114207","1464","1464","1464"
"2571950","112754","112754","112754","961","961","961","","","","","",""
"2572278","","","","","","","114167","114167","114167","1066","1066","1066"
"2573302","112830","112830","112830","1352","1352","1352","","","","","",""
"2574584","","","","","","","114267","114267","114267","974","974","974"
"2574620","112907","112907","112907","1318","1318","1318","","","","","",""
"2575843","","","","","","","114403","114403","114403","1259","1259","1259"
"2575973","112908","112908","112908","1353","1353","1353","","","","","",""
"2577030","","","","","","","114405","114369","114441","1187","1187","1187"
"2577163","112986","112986","112986","1190","1190","1190","","","","","",""
"2578494","","","","","","","114484","114459","114509","1464","1464","1464"
"2578665","113063","113063","113063","1502","1502","1502","","","","","",""
"2579972","","","","","","","114581","114581","114581","1478","1478","1478"
"2580708","","","","","","","114607","114607","114607","736","736","736"
"2580854","113168","113141","113195","1086","1086","1086","","","","","",""
"2582070","","","","","","","114574","114574","114574","1362","1362","1362"
"2582373","113258","113258","113258","1519","1519","1519","","","","","",""
"2583132","","","","","","","114707","114707","114707","1062","1062","1062"
"2584011","","","","","","","114736","114736","114736","879","879","879"
"2584675","113296","113296","113296","1218","1218","1218","","","","","",""
"2586724","","","","","","","114816.5","114775","114858","1328","1328","1328"
"2586820","113386","113386","113386","968","968","968","","","","","",""
"2587927","","","","","","","114920","114920","114920","1203","1203","1203"
"2588012","113481.5","113462","113501","1192","1192","1192","","","","","",""
"2589278","","","","","","","114961","114961","114961","1351","1351","1351"
"2589615","113569","113569","113569","1603","1603","1603","","","","","",""
"2590443","","","","","","","115023","115023","115023","1165","1165","1165"
"2591679","113636","113617","113655","1187","1187","1187","","","","","",""
"2591686","","","","","","","115019.5","114978","115061","1243","1243","1243"
"2592846","113662","113618","113706","1167","1167","1167","","","","","",""
"2593097","","","","","","","115099","115068","115130","1411","1411","1411"
"2594165","113760","113760","113760","1319","1319","1319","","","","","",""
"2595448","","","","","","","115200","115170","115230","1330","1330","1330"
"2595738","113772","113772","113772","1573","1573","1573","","","","","",""
"2596684","","","","","","","115281","115281","115281","1236","1236","1236"
"2597111","113850","113850","113850","1373","1373","1373","","","","","",""
"2598292","113934","113934","113934","1181","1181","1181","","","","","",""
"2599461","113928","113928","113928","1169","1169","1169","","","","","",""
"2600324","","","","","","","115328","115328","115328","1187","1187","1187"
"2600716","114040","114040","114040","1255","1255","1255","","","","","",""
"2601584","","","","","","","115416","115416","115416","1260","1260","1260"
"2602135","114014","114014","114014","1419","1419","1419","","","","","",""
"2602926","","","","","","","115553","115553","115553","1342","1342","1342"
"2603401","114122","114091","114153","1266","1266","1266","","","","","",""
"2604728","114188","114167","114209","1327","1327","1327","","","","","",""
"2605143","","","","","","","115626.5","115605","115648","958","958","958"
"2607336","114318","114318","114318","1301","1301","1301","","","","","",""
"2608107","","","","","","","115713","115713","115713","670","670","670"
"2608192","114323","114323","114323","856","856","856","","","","","",""
"2609201","114362.5","114324","114401","1009","1009","1009","","","","","",""
"2609215","","","","","","","115725","115725","115725","1108","1108","1108"
"2610255","","","","","","","115836","115811","115861","1040","1040","1040"
"2610435","114451","114451","114451","1234","1234","1234","","","","","",""
"2611340","","","","","","","115859.5","115823","115896","1085","1085","1085"
"2611405","114486.5","114478","114495","970","970","970","","","","","",""
"2612372","","","","","","","115909","115909","115909","1032","1032","1032"
"2613314","","","","","","","115920","115920","115920","942","942","942"
"2614377","","","","","","","116029.5","116006","116053","1063","1063","1063"
"2614733","114595.5","114556","114635","971","971","971","","","","","",""
"2615627","114659.5","114644","114675","894","894","894","","","","","",""
"2615825","","","","","","","116061","116022","116100","1448","1448","1448"
