"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_return","DQN - charts/episodic_return__MIN","DQN - charts/episodic_return__MAX"
"4877316","","","","","","","212421.5","212360","212483","12","12","12"
"4878164","210936","210936","210936","14","14","14","","","","","",""
"4878561","","","","","","","212521","212521","212521","13","13","13"
"4879246","210973","210962","210984","5","5","5","","","","","",""
"4879462","","","","","","","212458","212458","212458","11","11","11"
"4880540","210963","210963","210963","5","5","5","","","","","",""
"4881571","","","","","","","212654","212654","212654","12","12","12"
"4882669","","","","","","","212614","212614","212614","6","6","6"
"4882891","211127","211117","211137","13","13","13","","","","","",""
"4883719","","","","","","","212749","212749","212749","9","9","9"
"4883927","211183","211183","211183","-7","-7","-7","","","","","",""
"4884944","","","","","","","212787","212787","212787","8","8","8"
"4884967","211227","211227","211227","10","10","10","","","","","",""
"4885917","211269","211269","211269","16","16","16","","","","","",""
"4886733","","","","","","","212870","212870","212870","14","14","14"
"4887784","","","","","","","212911.5","212895","212928","10","10","10"
"4888790","211391","211391","211391","2","2","2","","","","","",""
"4890122","","","","","","","212996","212996","212996","12","12","12"
"4891264","211469","211442","211496","10","10","10","","","","","",""
"4892392","211544","211544","211544","5","5","5","","","","","",""
"4892411","","","","","","","213111.5","213096","213127","6","6","6"
"4893418","","","","","","","213107","213107","213107","14","14","14"
"4893473","211555","211520","211590","10","10","10","","","","","",""
"4894920","211597","211597","211597","3","3","3","","","","","",""
"4895559","","","","","","","213234.5","213205","213264","9","9","9"
"4896294","211691","211674","211708","-1","-1","-1","","","","","",""
"4896837","","","","","","","213219","213219","213219","9","9","9"
"4897429","211760","211760","211760","6","6","6","","","","","",""
"4898790","","","","","","","213390","213390","213390","9","9","9"
"4899674","211854","211854","211854","9","9","9","","","","","",""
"4899675","","","","","","","213384.5","213325","213444","11","11","11"
"4900845","","","","","","","213413","213413","213413","8","8","8"
"4900903","211869","211830","211908","8","8","8","","","","","",""
"4901849","","","","","","","213481.5","213424","213539","11","11","11"
"4903084","211999","211999","211999","9","9","9","","","","","",""
"4904142","212020.5","211996","212045","6","6","6","","","","","",""
"4904461","","","","","","","213587","213528","213646","4","4","4"
"4905379","212097","212097","212097","6","6","6","","","","","",""
"4905774","","","","","","","213652","213617","213687","-1","-1","-1"
"4906354","212106","212073","212139","10","10","10","","","","","",""
"4906601","","","","","","","213678","213627","213729","16","16","16"
"4907563","","","","","","","213758","213758","213758","13","13","13"
"4908398","212225","212225","212225","18","18","18","","","","","",""
"4909660","212280","212280","212280","-4","-4","-4","","","","","",""
"4910711","212305","212305","212305","12","12","12","","","","","",""
"4911763","","","","","","","213884","213884","213884","4","4","4"
"4912836","","","","","","","213948.5","213896","214001","9","9","9"
"4913114","212383","212383","212383","8","8","8","","","","","",""
"4914219","212460","212460","212460","8","8","8","","","","","",""
"4914271","","","","","","","213986","213986","213986","3","3","3"
"4915404","212494","212461","212527","7","7","7","","","","","",""
"4916436","","","","","","","214140","214140","214140","7","7","7"
"4916526","212552","212552","212552","3","3","3","","","","","",""
"4917635","","","","","","","214215","214215","214215","5","5","5"
"4917743","212553","212553","212553","8","8","8","","","","","",""
"4920155","212717.5","212707","212728","5","5","5","","","","","",""
"4920318","","","","","","","214202","214202","214202","2","2","2"
"4921497","212745","212708","212782","9","9","9","","","","","",""
"4923556","","","","","","","214388","214388","214388","7","7","7"
"4924610","212891.5","212863","212920","13","13","13","","","","","",""
"4925429","212955","212955","212955","11","11","11","","","","","",""
"4925697","","","","","","","214486","214486","214486","15","15","15"
"4926627","212972.5","212940","213005","8","8","8","","","","","",""
"4927760","213017","213017","213017","2","2","2","","","","","",""
"4928469","","","","","","","214657","214657","214657","-1","-1","-1"
"4929383","213107.5","213095","213120","-2","-2","-2","","","","","",""
"4929771","","","","","","","214723","214723","214723","7","7","7"
"4930627","213175","213175","213175","-5","-5","-5","","","","","",""
"4930702","","","","","","","214691","214691","214691","12","12","12"
"4931522","213173","213173","213173","13","13","13","","","","","",""
"4932030","","","","","","","214821","214821","214821","-2","-2","-2"
"4934012","","","","","","","214897","214897","214897","10","10","10"
"4934050","213320","213320","213320","11","11","11","","","","","",""
"4935124","","","","","","","214911","214890","214932","13","13","13"
"4936161","213409","213409","213409","9","9","9","","","","","",""
"4936201","","","","","","","214948","214948","214948","10","10","10"
"4937216","","","","","","","214959","214959","214959","14","14","14"
"4937373","213461","213461","213461","4","4","4","","","","","",""
"4938280","","","","","","","215045","215045","215045","10","10","10"
"4938734","213452","213452","213452","11","11","11","","","","","",""
"4939386","","","","","","","215057","215057","215057","5","5","5"
"4940514","","","","","","","215167.5","215145","215190","7","7","7"
"4941003","213618","213618","213618","-4","-4","-4","","","","","",""
"4941601","","","","","","","215191","215157","215225","11","11","11"
"4943694","213705.5","213684","213727","6","6","6","","","","","",""
"4944748","213775","213775","213775","14","14","14","","","","","",""
"4945826","213821","213821","213821","8","8","8","","","","","",""
"4947044","213855.5","213839","213872","13","13","13","","","","","",""
"4948101","213903","213886","213920","10","10","10","","","","","",""
"4949250","","","","","","","215503.5","215465","215542","3","3","3"
"4950309","213988.5","213964","214013","11","11","11","","","","","",""
"4950341","","","","","","","215477","215477","215477","10","10","10"
"4952440","","","","","","","215693","215693","215693","6","6","6"
"4953543","","","","","","","215695","215662","215728","-3","-3","-3"
"4954332","214119","214119","214119","13","13","13","","","","","",""
"4955568","214237","214237","214237","10","10","10","","","","","",""
"4955830","","","","","","","215794.5","215763","215826","9","9","9"
"4956914","","","","","","","215775","215775","215775","4","4","4"
"4957791","214330","214330","214330","-9","-9","-9","","","","","",""
"4959123","214370","214351","214389","7","7","7","","","","","",""
"4959209","","","","","","","215929","215875","215983","-7","-7","-7"
"4960160","","","","","","","216012","216012","216012","9","9","9"
"4960331","214428","214428","214428","6","6","6","","","","","",""
"4961035","","","","","","","216005.5","215970","216041","16","16","16"
"4962105","","","","","","","216072.5","216057","216088","8","8","8"
"4962639","214506","214506","214506","-1","-1","-1","","","","","",""
"4963218","","","","","","","216103","216103","216103","10","10","10"
"4963903","214594","214594","214594","4","4","4","","","","","",""
"4964470","","","","","","","216185","216185","216185","-4","-4","-4"
"4965010","214556","214556","214556","7","7","7","","","","","",""
"4965376","","","","","","","216220","216201","216239","10","10","10"
"4966301","214633","214633","214633","4","4","4","","","","","",""
"4966724","","","","","","","216283","216283","216283","-3","-3","-3"
"4969117","","","","","","","216395","216395","216395","2","2","2"
"4970781","214836.5","214789","214884","8","8","8","","","","","",""
"4971465","","","","","","","216455","216417","216493","4","4","4"
"4971673","214866","214866","214866","10","10","10","","","","","",""
"4972526","","","","","","","216552","216552","216552","8","8","8"
"4974075","214984","214943","215025","13","13","13","","","","","",""
"4974734","","","","","","","216528","216528","216528","8","8","8"
"4975860","","","","","","","216682","216682","216682","10","10","10"
"4976423","215127","215127","215127","12","12","12","","","","","",""
"4978203","","","","","","","216750","216717","216783","-5","-5","-5"
"4978789","215176","215176","215176","-4","-4","-4","","","","","",""
"4979708","","","","","","","216854","216854","216854","-1","-1","-1"
"4981098","215281","215239","215323","4","4","4","","","","","",""
"4981935","","","","","","","216832","216832","216832","-6","-6","-6"
"4983675","215432","215432","215432","2","2","2","","","","","",""
"4985167","","","","","","","217076","217076","217076","7","7","7"
"4985219","215470","215470","215470","5","5","5","","","","","",""
"4986219","","","","","","","217135","217135","217135","7","7","7"
"4987138","215548","215548","215548","6","6","6","","","","","",""
"4987642","","","","","","","217149","217119","217179","1","1","1"
"4988607","215597","215549","215645","1","1","1","","","","","",""
"4988699","","","","","","","217130","217130","217130","-7","-7","-7"
"4989748","","","","","","","217218","217218","217218","10","10","10"
"4990928","","","","","","","217291.5","217263","217320","4","4","4"
"4990930","215723","215703","215743","7","7","7","","","","","",""
"4991953","215704","215704","215704","9","9","9","","","","","",""
"4993767","","","","","","","217368","217368","217368","7","7","7"
"4994373","215888","215888","215888","11","11","11","","","","","",""
"4994996","","","","","","","217456","217456","217456","8","8","8"
"4996450","215977","215977","215977","6","6","6","","","","","",""
"4996971","","","","","","","217575","217553","217597","14","14","14"
"4997651","215994","215994","215994","7","7","7","","","","","",""
"4998101","","","","","","","217635","217635","217635","7","7","7"
"5000141","216134","216134","216134","4","4","4","","","","","",""
"5000749","","","","","","","217669","217669","217669","5","5","5"
"5001273","216182","216182","216182","8","8","8","","","","","",""
"5001913","","","","","","","217743","217682","217804","7","7","7"
"5002646","216241","216241","216241","1","1","1","","","","","",""
"5003128","","","","","","","217770","217770","217770","11","11","11"
"5003758","216228","216228","216228","6","6","6","","","","","",""
"5004732","216331","216331","216331","13","13","13","","","","","",""
"5005700","","","","","","","217873","217873","217873","4","4","4"
"5005774","216373","216373","216373","6","6","6","","","","","",""
"5006996","","","","","","","217962","217962","217962","4","4","4"
"5008006","","","","","","","218047","218047","218047","12","12","12"
